,id,regionname,prodline,lendinginstr,supplementprojectflg,projectstatusdisplay,project_name,totalamt,borrower,impagency,countryname_mdk,lendinginstrtype_mdk,boardapprovaldate,closingdate,url,idacommamt,ibrdcommamt,lendprojectcost,status,productlinetype,pidrecdbwind,lendinginstrcode,project_abstract
729,P009625,South Asia,PE,Financial Intermediary Loan,N,Closed,Industrial Credit Project (05),"30,000,000",,,82602,639291,1963-06-05T00:00:00Z,4/30/1978 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009625,0,"30,000,000","30,000,000",Closed,L,Y,FIL,"{'cdata!': 'The Fifth Industrial Credit and Investment Corporation (ICICI) Project in India will finance a loan to replenish its foreign exchange resources. This project will encourage local and foreign private capital participation, and assist in the expansion of the Indian capital market. It will consist of two rupee loans from the Government of India. This project will assist in the development of private industry, and encourage local and foreign private capital participation.'}"
730,P009627,South Asia,PE,Specific Investment Loan,N,Closed,Kothagudem Power Project,"20,000,000",,,82602,639291,1963-05-24T00:00:00Z,12/31/1968 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009627,"20,000,000",0,"20,000,000",Closed,L,Y,SIL,"{'cdata!': 'The Kothagudem Power Project in India will help finance a thermal power project will consist of a new 120 MW steam power station near Kothagudem, a reservoir to provide make-up water for the cooling towers of the station, and some transmission facilities. Power demand in Andhra Pradesh has grown at a fast rate. Due to insufficient generating capacity, there has been an acute shortage of power. This proposed project is urgently needed to improve the situation.'}"
731,P009629,South Asia,PE,Specific Investment Loan,N,Closed,Railway Project (07),"67,500,000",,,82602,639291,1963-03-22T00:00:00Z,8/31/1964 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009629,"67,500,000",0,"67,500,000",Closed,L,Y,SIL,"{'cdata!': 'The Seventh Railways Project in India will finance the foreign exchange requirements for the development of the third five-year plan. This project will consist of buying components, and materials used in the manufacture of locomotives, and rolling stock in India. It will also finance equipment for the electrification program, track, and other materials and equipment. This project will provide further development of the Indian economy.'}"
732,P009624,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Telecommunication Project,"42,000,000",,,82602,639291,1962-09-14T00:00:00Z,4/30/1967 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009624,"42,000,000",0,"42,000,000",Closed,L,Y,SIM,"{'cdata!': 'The Telecommunications Project in India will assist in financing the program for rehabilitation, modernization and expansion of telecommunications facilities. This program will modernize and expand the telephone and telegraph facilities throughout India, and will be carried out by the posts and telegraphs department. The project will expand the telephone and telegraph facilities, and improve the quality of the service.'}"
733,P009628,South Asia,PE,Specific Investment Loan,N,Closed,Bombay Port Project,"18,000,000",,,82602,639291,1962-09-14T00:00:00Z,12/31/1967 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009628,"18,000,000",0,"18,000,000",Closed,L,Y,SIL,"{'cdata!': 'The Bombay Port Project in India will finance the development program. The projects main objective will provide additional capacity to cope with present and future traffic, particularly at the principal facility the Alexandra dock. Present facilities are inadequate to cope with existing traffic and the project is also essential to provide accommodation for the expected growth in traffic during the next few years. This project will eliminate congestion and materially assist in the economic development for India.'}"
734,P009626,South Asia,PE,Specific Investment Loan,N,Closed,Koyna Power Project (02),"17,500,000",,,82602,639291,1962-08-08T00:00:00Z,9/30/1970 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009626,"17,500,000",0,"17,500,000",Closed,L,Y,SIL,"{'cdata!': 'The Second Koyna Hydroelectric Project in India will provide financing for the hydroelectric project, south east of Bombay in the state of Maharashtra. The Koyna development will be carried out in three stages: Stage I, will provide capacity of 240 MW; Stage II, will add 340 MW; and Stage III, will provide 100 MW in a tailwater plant. This project will consists of: (a) raising the height of the dam from elevation 2, 107 feet to its designed height of 2,180 feet; (b) completing the Koyna underground power station and installing four 75 MW Pelton type turbo-generating sets with transformer equipment, (c) constructing a small power station at the base of Koyna dam with two Kaplan type turbo - generating units of 20 MW each; (d) expanding the 220k switchyard; (e) constructing a 45 mile 220 kv double circuit line to the site of a new aluminum factory to be located at Jaigad; and (f) supplementing the transmission capacity toward Bombay. The demand for electricity in the Bombay-Poona area warrants substantial additions to generating capacity of the system serving this area as soon as possible. The completion of the second Stage of the Koyna development is the quickest and most economical method of providing this additional capacity.'}"
735,P009623,South Asia,PE,Specific Investment Loan,N,Closed,Purna Irrigation Project,"13,000,000",,,82602,639291,1962-07-18T00:00:00Z,9/30/1968 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009623,"13,000,000",0,"13,000,000",Closed,L,Y,SIL,"{'cdata!': 'The Purna Irrigation (State of Maharashtra) Project in India will provide financing for the irrigation of 152,000 acres along the left side of the Purna River Valley in India. This project will consist of a composite dam of Yeldari with a reservoir of 784,000 acre feet gross capacity, a re-regulating reservoir of 200,00 acre feet behind another composite dam at Sidheshwar, about 50 miles of concrete, or masonry, lined main canal and 250 miles of distributaries to irrigate 152,000 acres. The project will provide reliable water supply for the irrigations of 152,000 acres of land now dependent on rainfall for crops.'}"
736,P009616,South Asia,PE,Specific Investment Loan,N,Closed,Sone Irrigation Project,"15,000,000",,,82602,639291,1962-06-29T00:00:00Z,12/31/1967 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009616,"15,000,000",0,"15,000,000",Closed,L,Y,SIL,"{'cdata!': 'The Sone Irrigation (State of Bihar) Project in India will provide financing for the improvement of the water supply. This project will consist of the construction of a new barrage across the Sone River to replace the existing diversion weir, headworks and navigation channels located at the new barrage would be connected to the existing canal system by link canals, remodeling and extension of the existing irrigation system. The new structure will provide better regulation of river flow and head for water supply. The project will improve the water supply for 733,000 acres of crops presently irrigated each year and would make possible the irrigation of about 300,000 additional acres of crops.'}"
737,P009617,South Asia,PE,Financial Intermediary Loan,N,Closed,Industrial Credit Project (04),"20,000,000",,,82602,639291,1962-02-28T00:00:00Z,12/31/1967 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009617,0,"20,000,000","20,000,000",Closed,L,Y,FIL,"{'cdata!': 'The Fourth Industrial Credit and Investment Corporation Project in India will finance a loan to replenish its foreign exchange resources. This project will consist of the creation, expansion, and modernization of private industrial enterprises which will encourage private local, and foreign capital participation in their financing, and assist in the creation of a securities market. This project will provide economic expansion for the Indian capital market.'}"
738,P009620,South Asia,PE,Specific Investment Loan,N,Closed,Durgapur Thermal Power Project,"18,500,000",,,82602,639291,1962-02-14T00:00:00Z,12/31/1969 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009620,"18,500,000",0,"18,500,000",Closed,L,Y,SIL,"{'cdata!': 'The Durgapur Power Extension project for India will provide a credit to the Government of India for the expansion of the Durgapur power station and associated transmission system of the Damodar Valley Corporation (DVC). The DVC is a semi-autonomous organization created in 1948 to carry out a unified scheme of development of the Damodar Valley in the States of Bihar and Bengal. This project follows three previous Bank loans to help with the development of the Damodar Valley by DVC. The components of the project are the construction of a 140 MW thermal generating plant and additional transmission facilities. The thermal plant is a hydrogen cooled turbo-generator and will be an extension of the existing Durgapur power station. It will be adjacent to the Durgapur steel plant, and will use coal middlings which are a waste product from an adjacent coal washing plant. The transmission system enhancements will include: a) transmission line construction comprising about 5 miles of 132 kv double circuit line and about 12 miles of 33 kv line; b) modifications and extension of substations at Durgapur, Bokaro, Chandrapura, Sindri, kalipahari, Ramgarh, Luchipur, Ramkanali, Burdwan, Oyaria, and Maithon; and c) construction of a central load dispatch and system control station at Maithon. The report notes that even with the additional capacity generated by this thermal plant, DVC will not be able to fully meet power demand in the area. This report finds the project to be sound and cost estimates to be reasonable. The DVC has agreed to adjust its rates to assure a return of at least 7 percent. It will employ a firm of chartered accountants, approved by the IDA, to assure an adequate return. This project is suitable as a basis of a credit to the Government of India which will in turn supply to the DVC the foreign exchange required for the project.'}"
739,P009619,South Asia,PE,Specific Investment Loan,N,Closed,Coal Project,"19,500,000",,,82602,639291,1961-12-22T00:00:00Z,12/31/1973 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009619,0,"19,500,000","19,500,000",Closed,L,Y,SIL,"{'cdata!': 'The Third Indian Iron and Steel Company Project in India will assist in financing the expansion and opening up of coal mines and the construction of coal transportation facilities. This project will consist of steel-making facilities at Burnpur, the installation of a 6-mile long feeder ropeway from Jitpur to Chasnalla, and a 32-mile long ropeway from Chasnalla to Burnpur. This project will provide the company with a steady supply of coking coal of satisfactory quality.'}"
740,P009613,South Asia,PE,Specific Investment Loan,N,Closed,Shetrunji Irrigation Project,"4,500,000",,,82602,639291,1961-11-22T00:00:00Z,12/31/1965 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009613,"4,500,000",0,"4,500,000",Closed,L,Y,SIL,"{'cdata!': 'The Shetrunji Irrigation (State of Gujarat) Project in India will provide financing for the completion of the Shetrunji Irrigation Scheme. This project will include the construction of the main canals and distributaries, together with the necessary structures, and the construction of buildings for the operation and maintenance of the distribution system. The scheme would provide irrigation water to 86,000 acres of land, at present under dry farming, a wide variety of crops, predominantly cereals, would be grown. It will increase the value of agricultural production with a favorable gross farm benefit/investment ratio of about 40 percent. The benefits to farmers would be substantial and the project is economically fully justified.'}"
741,P009614,South Asia,PE,Specific Investment Loan,N,Closed,Salandi Irrigation Project,"8,000,000",,,82602,639291,1961-11-22T00:00:00Z,6/30/1969 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009614,"8,000,000",0,"8,000,000",Closed,L,Y,SIL,"{'cdata!': ""A substantial increase in agricultural productivity is one of the basic objectives of India's economic development. The proposed credit is to finance one half of the total cost to be incurred during the Third Plan of a project to irrigate about 225,000 acres of land in the State of Orissa. Part of the proposed credit, equivalent to $1,250,000 would finance the import of equipment. The balance of $6,750,000 would be applied to the local currency cost of the dam, canal system and ancillary works and would be disbursed on the basis of a percentage of total local currency expenditures as they are made over the period of the project's execution. Benefits in terms of higher yields, more reliable production and crop diversification will be substantial. Agricultural production will increase several times in value. With irrigation, double cropping will be undertaken on almost 40 percent of the land, and much higher yields will be obtained for rice, the dominant crop. A variety of new crops will be introduced into the area.""}"
742,P009615,South Asia,PE,Specific Investment Loan,N,Closed,Punjab Flood Protection and Drainage Project,"10,000,000",,,82602,639291,1961-11-22T00:00:00Z,9/30/1966 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009615,"10,000,000",0,"10,000,000",Closed,L,Y,SIL,"{'cdata!': 'The Punjab Flood Protection and Drainage Project in India will provide financing for flood protection and surface drainage in the State of Punjab. This project consistsof construction of embankments and other flood protection works along the banks of Rivers Beas, Sutlej, Juina, Ghaggar and other rivers; the canalizing and training of choes and nallahs (torrents); the excavation of drainage channels and the construction of associated works such as syphons, culverts, bridges, regulators and tributary drains. This project will provide the prevention of flood damage to crops, buildings and transportation facilities, and of an increase in crop yields in areas given adequate surface drainage.'}"
743,P009622,South Asia,PE,Specific Investment Loan,N,Closed,Railways Project (06),"50,000,000",,,82602,639291,1961-10-13T00:00:00Z,12/31/1962 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009622,0,"50,000,000","50,000,000",Closed,L,Y,SIL,"{'cdata!': ""The Sixth Railways Project in India will provide financing to make up part of the arrears in renewals and to increase transportation capacity. The project will consist of the acquisition of locomotives, rolling stock, and other equipment, construction of new lines as well as track doubling, rail and tie renewals, electrification of certain lines, bridge works, yard re-modeling, and other works. This project will meet the operational requirements for India's railways.""}"
744,P009612,South Asia,PE,Specific Investment Loan,N,Closed,Uttar Pradesh Tubewell Irrigation Project,"6,000,000",,,82602,639291,1961-09-06T00:00:00Z,9/30/1964 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009612,"6,000,000",0,"6,000,000",Closed,L,Y,SIL,"{'cdata!': 'The Uttar Pradesh Tubewell Irrigation Project in India will provide financing for the irrigation of water to regions that have insufficient precipitation, which are not within reach of canal irrigation systems. This project will consist of 530 slotted-pipe wells, and 270 strainer wells, which will be drilled to an average depth of 300 to 400 feet, and have an average capacity of 1.5 cusec. It will be equipped with pumps driven by electric motors with power supplied from the State grid system. The general objectives of the program are to increase agricultural production in the State of Uttar Pradesh by providing irrigation water to regions that have insufficient precipitation and are not within the reach of canal irrigation systems. Economically, the project is very attractive and fully justified.'}"
745,P009621,South Asia,PE,Specific Investment Loan,N,Closed,Port of Calcutta Project,"21,000,000",,,82602,639291,1961-08-17T00:00:00Z,7/31/1968 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009621,0,"21,000,000","21,000,000",Closed,L,Y,SIL,"{'cdata!': ""The Second Port of Calcutta Project in India will provided the financing for the maintenance of the River Hooghly and improvement of the Port of Calcutta. This project includes the purchase of four new dredgers to supplement the existing, the inadequate Commissioners for the Port of Calcutta(CPC) dredging fleet, as well as other vessels to be employed on river conservancy and operational duties. In King George's Dock, the western arm will be extended to provide holding space for four ships, and four dolphin berths for ships undergoing repairs. In Kidderpore Docks a water re-circulation scheme will eliminate the siltation problem in the docks, and the no. 2 swing bridge will be replaced. Additional cranes, fork lift trucks, tractors and trailers are to be provided as a modest addition to the mechanical-handling equipment of the port. This project will provide the means of maintaining a facility vital to the continued growth of the largest and most important economic region in India.""}"
746,P009618,South Asia,PE,Specific Investment Loan,N,Closed,Private Coal Industry Project,"35,000,000",,,82602,639291,1961-08-09T00:00:00Z,12/31/1966 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009618,0,"35,000,000","35,000,000",Closed,L,Y,SIL,"{'cdata!': 'The Coal Production Project in India will provide financing for the private coal mining industry to expand its production through the import of equipment. This project will consist of spare parts, replacements, and equipment for the expansion of the existing mines. Coal is a basic element in the Indian economy, and must be counted on to play a predominant role in the future development of the country. Although the country has ample coal reserves, the average quality is low.'}"
747,P009610,South Asia,PE,Specific Investment Loan,N,Closed,Road Project,"60,000,000",,,82602,639291,1961-06-21T00:00:00Z,6/30/1967 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009610,"60,000,000",0,"60,000,000",Closed,L,Y,SIL,"{'cdata!': 'The Road Project for India will provide financing for construction and reconstruction of National Highways and Bombay Expressways. This project will consist of the procurement of the necessary equipment needed for the execution of the works under a technical, and economic study by foreign consultants of the traffic problems of downtown Bombay in connection with the expressways already under construction and the contemplated future expressways and highways in the area. This project will eliminate the major deficiencies in the National Highway system.'}"
748,P009609,South Asia,PE,Financial Intermediary Loan,N,Closed,Industrial Credit Project (03),"20,000,000",,,82602,639291,1960-10-28T00:00:00Z,10/31/1967 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009609,0,"20,000,000","20,000,000",Closed,L,Y,FIL,"{'cdata!': 'The Third Industrial Credit and Investment Corporation Project in India will finance a loan to replenish its foreign exchange resources in order to meet the growing demand of its customers for foreign exchange loans. This project will consist of the development of private industry in India by making available medium-term and long-term loans in foreign exchange, to encourage local and foreign private capital participation in such financing, to make equity investments and to assist in the expansion of the Indian capital market. The project was created to assist in the development of private industry in India, to encourage local and foreign private capital participation in its financing, and to assist in the expansion of the Indian capital market.'}"
749,P009611,South Asia,PE,Specific Investment Loan,N,Closed,Railway Project (05),"70,000,000",,,82602,639291,1960-07-29T00:00:00Z,1/31/1962 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009611,0,"70,000,000","70,000,000",Closed,L,Y,SIL,"{'cdata!': 'The Fifth Railway Project for India will finance a loan to execute the rehabilitation and improvement program. This project will consist of the procurement of locomotives, spare parts, other railway materials and equipment, and for services connected therewith. This project is essential to the economic development of India.'}"
750,P009608,South Asia,PE,Specific Investment Loan,N,Closed,Railway Project (04),"50,000,000",,,82602,639291,1959-07-15T00:00:00Z,6/30/1960 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009608,0,"50,000,000","50,000,000",Closed,L,Y,SIL,"{'cdata!': ""The Fourth Railway Project for India updates appraisals previously made in connections with loans made in July 1957 and September 1958 to help finance the Idian Railways' part of the Second Five-Year Plan. Theses appraisals were reported in TO143 and TO190 respectively. It is recommended that consideration be given to a loan of US $50 million equivalent for purchasing railways equipment, materials, and services. A term of twenty years, including a grace period of three years is recommended.""}"
751,P009607,South Asia,PE,Financial Intermediary Loan,N,Closed,Industrial Credit and Investment Corporation of India Credit Project (02),"10,000,000",,,82602,639291,1959-07-15T00:00:00Z,3/31/1966 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009607,0,"10,000,000","10,000,000",Closed,L,Y,FIL,"{'cdata!': ""The Second Industrial Credit Project for India provides the Industrial Credit and Investment Corporation (ICICI) a second loan of $10 million to replenish its foreign exchange resources. The ICICI was created to assist in the development of private industry in India, to encourage local and foreign private capital participation in its financing , and to assist in the expansion of the Indian capital market. This report reviews the corporation's past performance, management and organization, and its investment program and financial prospects, as well as presenting the report's conclusions and recommendations.""}"
752,P009604,South Asia,PE,Specific Investment Loan,N,Closed,Koyna Power Project,"25,000,000",,,82602,639291,1959-04-08T00:00:00Z,4/30/1965 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009604,0,"25,000,000","25,000,000",Closed,L,Y,SIL,"{'cdata!': 'This report covers an appraisal of the first stage of the Koyna Hydro-Electric Power project for India which will include; a transmission line to Bombay, and a transmission line south of the project to serve a number of small towns, villages, and their small industries. Stage I, now under construction, will have an installed capacity of 240 MW; Stage II will provide an additional 240 mw, and water storage for irrigation; Stage III will utilize the tailrace waters of the Stage II power plant and irrigation water, and it will add an additional 90 mw. The continually growing demand for power requires the provision of new generating capacity of the magnitude of Koyna and the development of this project is the most economical method of providing the power.'}"
753,P009606,South Asia,PE,Specific Investment Loan,N,Closed,Railways Project (03),"85,000,000",,,82602,639291,1958-09-16T00:00:00Z,6/30/1959 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009606,0,"85,000,000","85,000,000",Closed,L,Y,SIL,"{'cdata!': ""The Third Railways Project will provide loans to the Government of India to increase the capacity of the Indian Railways. Loans to the equivalent of $90 million were made by the Bank in July 1957 to help finance part of the Second Five-Year Plan. An appraisal was made in Report No. TO143. This is an update of the appraisal. Progress of the Railways' part of the Plan has been satisfactory, while other sectors of the Plan have fallen behind schedule. As a result the shortage of rail transport is less acute now than it was two years ago. The planned increase of capacity has been raised from 47 to 54 million tons, to bring the total freight capacity to 168 million tons by 1961. This is to be accomplished by an adjustment of rolling stock procurement to provide an additional 11,000 freight cars. Changes have been made in the Railways' Plan because of shortages of materials, foreign exchange problems, and rising prices. While these factors have caused shifts of emphasis and rephrasing of some works, and while the final investment in physical terms may be rather less than was planned, the Railways' program remains fundamentally sound.""}"
754,P009605,South Asia,PE,Specific Investment Loan,N,Closed,Electric Power Development Project,"25,000,000",,,82602,639291,1958-07-23T00:00:00Z,6/30/1965 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009605,0,"25,000,000","25,000,000",Closed,L,Y,SIL,"{'cdata!': 'This report covers an appraisal of a project for The Third Damodar Valley Power Expansion Project for India. The project will consist of a 150 UV thermal plant, three multipurpose dams, two hydroelectric installations totaling 100 MDW, a barrage and irrigation system, and transmission system facilities. A recent power survey shows that from 1959 until 1962 or 1963 DVC will not be able to run all of the requirements of its area. Additional power will be required primarily by new industries and a railroad electrification program which is included in India in the second five year plan.'}"
755,P009599,South Asia,PE,Specific Investment Loan,N,Closed,Madras Port Project,"14,000,000",,,82602,639291,1958-06-25T00:00:00Z,6/30/1966 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009599,0,"14,000,000","14,000,000",Closed,L,Y,SIL,"{'cdata!': ""This report is an appraisal of a project for the Modernization and Expansion of the Port of Madras in India. The project will reduce congestion by speeding up the turn round of ships, lower the cost of handling cargo in the port, and increase the overall operating efficiency. Furthermore, it will result in a considerable increase in the port's capacity to handle general cargo, which is necessary to meet the growth in traffic expected during the next ten years. At the end of the construction period, there will still be sufficient reserve capacity in the port to avoid the threat of congestion during peak periods.""}"
756,P009598,South Asia,PE,Specific Investment Loan,N,Closed,Calcutta Port Project,"29,000,000",,,82602,639291,1958-06-25T00:00:00Z,12/31/1965 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009598,0,"29,000,000","29,000,000",Closed,L,Y,SIL,"{'cdata!': 'This report covers an appraisal of a project for the Rehabilitation and Improvement of the Port of Calcutta, in India. The project consists of the conversion of several old King Georgets dock berths into three new general cargo berths with transit sheds, ore oil, berth and one laying-up berth. Several berths in Kidderpore dock will also be improved, and the quay walls in twelve other berths reconditioned and strengthened. Electric cranes and lifts, mechanical cargo-handling equipment, two floating cranes, and the existing railroad will be improved along with additional railway equipment acquired. This project will provide improvement of existing equipment which has passed its useful economic life, and improve existing facilities.'}"
757,P009597,South Asia,PE,Specific Investment Loan,N,Closed,Tata Steel Project (02),"32,500,000",,,82602,639291,1957-11-20T00:00:00Z,9/30/1959 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009597,0,"32,500,000","32,500,000",Closed,L,Y,SIL,"{'cdata!': ""The Second Tata Iron and Steel Project will finance a loan to provide the cost of goods and equipment (including spare parts), supplies and services needed for the Project, which consists of the expansion and modernization of Jamshedpur, which will be designed to increase their capacity to about 2,000,000 long tons of steel ingots and 1,500,000 tons of semi-finished and finished steel products. The development of the coal and iron mines, and other related and ancillary works, are also included. India's demand for steel is growing rapidly, and any increase in domestic supplies will bring important savings in foreign exchange. The expansion of the iron and steel industry will therefore be of considerable benefit to the economy as a whole.""}"
758,P009600,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Railway Project (02) - A,"24,000,000",,,82602,639291,1957-07-12T00:00:00Z,12/31/1958 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009600,0,"24,000,000","24,000,000",Closed,L,Y,SIM,"{'cdata!': 'The Second Railway Project is principally directed to increasing the capacity of the railways to handle additional traffic. Its most important elements are the acquisition of new rolling stock, the doubling of main-line tracks, improvement in yards, and new signalling. A beginning is made on dieselization of some main-line services, and a further important development in motive power is electrification of certain very high density passenger and freight traffic areas.'}"
759,P009603,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Railway Project (02) - D,"35,700,000",,,82602,639291,1957-07-12T00:00:00Z,12/31/1958 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009603,0,"35,700,000","35,700,000",Closed,L,Y,SIM,"{'cdata!': 'The Second Railway Project is principally directed to increasing the capacity of the railways to handle additional traffic. Its most important elements are the acquisition of new rolling stock, the doubling of main-line tracks, improvement in yards, and new signalling. A beginning is made on dieselization of some main-line services, and a further important development in motive power is electrification of certain very high density passenger and freight traffic areas.'}"
760,P009602,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Railway Project (02) - C,"11,200,000",,,82602,639291,1957-07-12T00:00:00Z,12/31/1958 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009602,0,"11,200,000","11,200,000",Closed,L,Y,SIM,"{'cdata!': 'The Second Railway Project is principally directed to increasing the capacity of the railways to handle additional traffic. Its most important elements are the acquisition of new rolling stock, the doubling of main-line tracks, improvement in yards, and new signalling. A beginning is made on dieselization of some main-line services, and a further important development in motive power is electrification of certain very high density passenger and freight traffic areas.'}"
761,P009601,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Railway Project (02) - B,"19,100,000",,,82602,639291,1957-07-12T00:00:00Z,12/31/1958 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009601,0,"19,100,000","19,100,000",Closed,L,Y,SIM,"{'cdata!': 'The Second Railway Project is principally directed to increasing the capacity of the railways to handle additional traffic. Its most important elements are the acquisition of new rolling stock, the doubling of main-line tracks, improvement in yards, and new signalling. A beginning is made on dieselization of some main-line services, and a further important development in motive power is electrification of certain very high density passenger and freight traffic areas.'}"
762,P009595,South Asia,PE,Specific Investment Loan,N,Closed,Trombay Thermal Power Station Expansion Project,"9,800,000",,,82602,639291,1957-05-29T00:00:00Z,9/30/1966 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009595,0,"9,800,000","9,800,000",Closed,L,Y,SIL,"{'cdata!': 'The Trombay Thermal Power Station Expansion Project provides finance for the addition of a third thermal generating unit, similar in characteristics to the two units now nearing completion, in the Trombay station located on the northeast shore of Bombay harbor. The unit will have a maximum capacity of 62,500 kw in a 50 cycle turbo-generator supplied with steam from a 6000,000 lb/hr boiler. Operation will be at 1250 lb per square inch pressure and at 950 degrees temperature. The plant will be equipped with coal crushing and handling equipment and will primarily use domestic coal from Central India. It will also be equipped to burn fuel oil and by-products from the adjacent Stanvac oil refinery. The latter fuel is now used in the original plant. The project is estimated to cost the equivalent of 14 million. The Bank has been requested to finance the foreign exchange cost, estimated at the equivalent of $9.8 million inclusive of interest during construction. The loan will be for a period of 18 years including a grace period on amortization payments of approximately 3 years. The project, which should be completed in April 1960, will help meet a continuing shortage of power which is particularly acute in the Bombay area pending construction of a large hydro development at Koyna.'}"
763,P009596,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Air India Project,"5,600,000",,,82602,639291,1957-03-05T00:00:00Z,12/31/1959 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009596,0,"5,600,000","5,600,000",Closed,L,Y,SIM,"{'cdata!': 'The Air India Jet Project will provide a loan to Air India, the Indian-flag carrier on world routes. The project includes the purchase of three jets powered by 12 original engines; radio, galley, and other aircraft auxiliaries; 9 spare engines; other initial spares and stores; some overhaul facilities, a test cell and other special equipment; and a flight simulator. Air India needs more aircraft to cope with growing traffic, and might fail to hold its share of the business unless it acquires jets. For these reasons, Air India has just ordered for early 1960 delivery, three Boeing 707 jets of the 420 model which will be powered by four Rolls-Royce Conway engines each. These three planes have the same service potential, roughly 60 million capacity ton miles a year, as ten Super-Constellations. Air India will have sufficient equipment by 1960/61 for flying 120 million capacity ton miles a year compared with 42 million actually flown in 2956/57.'}"
764,P009594,South Asia,PE,Specific Investment Loan,N,Closed,Indian Iron and Steel Project (02),"20,000,000",,,82602,639291,1956-12-19T00:00:00Z,12/15/1963 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009594,0,"20,000,000","20,000,000",Closed,L,Y,SIL,"{'cdata!': ""The Second Indian Iron and Steel Company Expansion Project for India will finance a project to expand the company's steel rolling capacity. The Tata Iron and Steel Company, Limited (TISCO) is engaged in an expansion program primarily designed to increase its capacity to produce steel ingots from 1.1 million tons to two million tons, and its capacity to produce saleable steel from 780,000 to 1.5 million tons per annum. This expansion program consists of four parts: a modernization and expansion program (known as MEP), a program of further expansion (known as the Two Million Ton Program, or TMTP) designed to increase annual capacity to two million tons of ingots and 1.5 million tons of saleable products. This project is of high priority, and the potential benefits are considerable. The increase in output will provide a substantial addition to the amount of domestic steel available to meet the needs of the second five year plan, at a cost greatly below that of imported steel.""}"
765,P009593,South Asia,PE,Specific Investment Loan,N,Closed,Tata Steel Project,"75,000,000",,,82602,639291,1956-06-26T00:00:00Z,3/31/1959 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009593,0,"75,000,000","75,000,000",Closed,L,Y,SIL,"{'cdata!': 'The Tata Iron and Steel Company Expansion and Modernization Project will provide the necessary raw materials which will make it possible to produce steel in India at a very low cost. This expansion program consists of four parts: A modernization, and expansion program (known as ""MEP\'), a program of further expansion (known as the two Million Ton Program or ""TMTP\'""), designed to increase annual capacity to 2 million tons of ingots and 1.5 million tons of saleable products. The Tata Iron and Steel Co., Ltd. (TISCO) is engaged in an expansion program primarily designed to increase its capacity to produce steel ingots from 1.1 million tons to 2 million tons, and its capacity to produce saleable steel from 780,000 to 1.5 million tons per annum. This project is of high priority, and benefits are very great. The increase in output will provide an important addition to the amount of domestic steel available to meet the needs of India.'}"
